158,5,BN60435,10.22.104.135,C4:65:16:9B:B6:5F
159,5,BN60436,10.22.104.136,C4:65:16:9B:AE:96
160,5,BN60437,10.22.104.137,C4:65:16:B6:BB:23
161,5,BN60438,10.22.104.138,C4:65:16:9A:85:42
163,5,BN60440,10.22.104.140,C4:65:16:9A:76:C1
164,5,BN60441,10.22.104.141,C4:65:16:9C:8E:E8
165,6,BN60501,10.22.105.101,DC:4A:3E:68:9D:E1
166,6,BN60502,10.22.105.102,DC:4A:3E:6C:CD:84
167,6,BN60503,10.22.105.103,DC:4A:3E:6C:C3:AD
168,6,BN60504,10.22.105.104,DC:4A:3E:6C:CD:6A
169,6,BN60505,10.22.105.105,48:0F:CF:66:0F:62
170,6,BN60506,10.22.105.106,DC:4A:3E:6C:CC:DF
171,6,BN60507,10.22.105.107,DC:4A:3E:68:96:81
172,6,BN60508,10.22.105.108,DC:4A:3E:68:9A:FB
173,6,BN60509,10.22.105.109,DC:4A:3E:68:9D:98
174,6,BN60510,10.22.105.110,DC:4A:3E:6C:C3:A7
175,6,BN60511,10.22.105.111,DC:4A:3E:68:9D:C7
176,6,BN60512,10.22.105.112,DC:4A:3E:6B:4C:19
177,6,BN60513,10.22.105.113,DC:4A:3E:68:9D:CA
178,6,BN60514,10.22.105.114,DC:4A:3E:6B:52:C4
179,6,BN60515,10.22.105.115,8C:DC:D4:26:27:B7
180,6,BN60516,10.22.105.116,DC:4A:3E:68:9D:17
181,6,BN60517,10.22.105.117,DC:4A:3E:6C:C9:E8
182,6,BN60518,10.22.105.118,DC:4A:3E:68:95:B9
183,6,BN60519,10.22.105.119,DC:4A:3E:68:9D:99
184,6,BN60520,10.22.105.120,DC:4A:3E:68:9D:BA
185,6,BN60521,10.22.105.121,DC:4A:3E:68:9D:CC
186,6,BN60522,10.22.105.122,DC:4A:3E:6B:52:84
187,6,BN60523,10.22.105.123,DC:4A:3E:6C:CD:81
188,6,BN60524,10.22.105.124,DC:4A:3E:68:9D:58
189,6,BN60525,10.22.105.125,DC:4A:3E:6C:CD:AD
190,6,BN60526,10.22.105.126,DC:4A:3E:6B:4C:1C
191,6,BN60527,10.22.105.127,DC:4A:3E:6C:CD:2B
192,6,BN60528,10.22.105.128,DC:4A:3E:6C:CA:CE
193,6,BN60529,10.22.105.129,DC:4A:3E:6C:CA:07
194,6,BN60530,10.22.105.130,DC:4A:3E:68:9D:4E
195,6,BN60531,10.22.105.131,DC:4A:3E:6B:4C:12
196,6,BN60532,10.22.105.132,DC:4A:3E:6C:C4:EE
197,6,BN60533,10.22.105.133,DC:4A:3E:6B:50:53
198,6,BN60534,10.22.105.134,DC:4A:3E:68:9D:3F
199,6,BN60535,10.22.105.135,DC:4A:3E:68:96:77
200,6,BN60536,10.22.105.136,DC:4A:3E:6C:CC:08
201,6,BN60537,10.22.105.137,DC:4A:3E:68:9C:9E
202,6,BN60538,10.22.105.138,DC:4A:3E:6B:52:C5
203,6,BN60539,10.22.105.139,DC:4A:3E:68:9B:04
204,6,BN60540,10.22.105.140,DC:4A:3E:68:96:A0
205,6,BN60541,10.22.105.141,DC:4A:3E:6C:C6:B9
211,7,BN60601,10.22.106.101,C4:65:16:B7:DA:C6
212,7,BN60602,10.22.106.102,C4:65:16:B7:DA:D1
213,7,BN60603,10.22.106.103,C4:65:16:9C:8A:10
214,7,BN60604,10.22.106.104,C4:65:16:B6:BE:12
215,7,BN60605,10.22.106.105,C4:65:16:B7:CF:2B
216,7,BN60606,10.22.106.106,C4:65:16:9B:AE:7D
217,7,BN60607,10.22.106.107,C4:65:16:9B:A8:9D
218,7,BN60608,10.22.106.108,C4:65:16:9B:B1:B5
219,7,BN60609,10.22.106.109,C4:65:16:B7:CE:22
220,7,BN60610,10.22.106.110,C4:65:16:B7:D0:77
221,7,BN60611,10.22.106.111,C4:65:16:B7:CF:23
222,7,BN60612,10.22.106.112,C4:65:16:9B:B2:2D
223,7,BN60613,10.22.106.113,C4:65:16:9A:85:45
224,7,BN60614,10.22.106.114,C4:65:16:9B:AE:3E
225,7,BN60615,10.22.106.115,C4:65:16:B7:DA:D4
226,7,BN60616,10.22.106.116,C4:65:16:9B:B0:9F
227,7,BN60617,10.22.106.117,C4:65:16:B7:C7:EA
228,7,BN60618,10.22.106.118,C4:65:16:9A:FE:63
229,7,BN60619,10.22.106.119,C4:65:16:B6:BA:D7
230,7,BN60620,10.22.106.120,C4:65:16:B6:BE:5F
231,7,BN60621,10.22.106.121,C4:65:16:9B:B5:A6
232,7,BN60622,10.22.106.122,C4:65:16:B8:0A:85
233,7,BN60623,10.22.106.123,C4:65:16:B7:D6:6E
234,7,BN60624,10.22.106.124,C4:65:16:B7:C7:D8
235,7,BN60625,10.22.106.125,C4:65:16:9B:AF:BD
236,7,BN60626,10.22.106.126,C4:65:16:9B:A9:21
237,7,BN60627,10.22.106.127,C4:65:16:9C:91:5D
238,7,BN60628,10.22.106.128,C4:65:16:9C:8F:32
239,7,BN60629,10.22.106.129,C4:65:16:9C:8E:E2
240,7,BN60630,10.22.106.130,C4:65:16:B6:BB:1C
241,7,BN60631,10.22.106.131,C4:65:16:B7:D5:AA
242,7,BN60632,10.22.106.132,C4:65:16:9B:AE:74
243,7,BN60633,10.22.106.133,C4:65:16:9C:8A:D2
244,7,BN60634,10.22.106.134,C4:65:16:9C:8E:E1
245,7,BN60635,10.22.106.135,C4:65:16:9C:91:8E
246,7,BN60636,10.22.106.136,C4:65:16:B7:CE:2A
247,7,BN60637,10.22.106.137,C4:65:16:9B:B7:99
248,7,BN60638,10.22.106.138,C4:65:16:9B:AB:05
249,7,BN60639,10.22.106.139,C4:65:16:9B:B4:91
250,7,BN60640,10.22.106.140,C4:65:16:9B:B5:7A
251,7,BN60641,10.22.106.141,C4:65:16:B7:D0:49
252,8,BN60701,10.22.107.101,DC:4A:3E:6B:4C:A2
253,8,BN60702,10.22.107.102,DC:4A:3E:6B:4C:9C
254,8,BN60703,10.22.107.103,48:0F:CF:63:F2:97
255,8,BN60704,10.22.107.104,48:0F:CF:65:20:ED
256,8,BN60705,10.22.107.105,48:0f:cf:65:20:f0
257,8,BN60706,10.22.107.106,DC:4A:3E:68:96:4A
258,8,BN60707,10.22.107.107,DC:4A:3E:68:97:24
259,8,BN60708,10.22.107.108,48:0F:CF:65:20:EE
260,8,BN60709,10.22.107.109,48:0F:CF:64:31:DE
261,8,BN60710,10.22.107.110,48:0F:CF:64:32:C5
262,8,BN60711,10.22.107.111,48:0f:cf:65:20:50
263,8,BN60712,10.22.107.112,DC:4A:3E:6C:C6:A1
264,8,BN60713,10.22.107.113,48:0F:CF:65:20:9C
265,8,BN60714,10.22.107.114,DC:4A:3E:6C:C6:45
266,8,BN60715,10.22.107.115,DC:4A:3E:6C:C6:B7
267,8,BN60716,10.22.107.116,48:0F:CF:63:F2:94
268,8,BN60717,10.22.107.117,DC:4A:3E:68:97:01
269,8,BN60718,10.22.107.118,DC:4A:3E:6C:C6:C2
270,8,BN60719,10.22.107.119,DC:4A:3E:6B:4C:89
271,8,BN60720,10.22.107.120,48:0F:CF:63:F2:99
272,8,BN60721,10.22.107.121,DC:4A:3E:6C:C6:AF
273,8,BN60722,10.22.107.122,48:0F:CF:5C:75:E3
274,8,BN60723,10.22.107.123,DC:4A:3E:6B:4C:A1
275,8,BN60724,10.22.107.124,48:0F:CF:63:F2:88
276,8,BN60725,10.22.107.125,DC:4A:3E:68:9D:B1
277,8,BN60726,10.22.107.126,48:0F:CF:64:32:BD
278,8,BN60727,10.22.107.127,DC:4A:3E:6C:C5:78
279,8,BN60728,10.22.107.128,DC:4A:3E:6C:C6:BA
280,8,BN60729,10.22.107.129,DC:4A:3E:68:97:02
281,8,BN60730,10.22.107.130,DC:4A:3E:6C:C4:42
282,8,BN60731,10.22.107.131,DC:4A:3E:6C:CD:83
283,8,BN60732,10.22.107.132,DC:4A:3E:6C:CD:96
284,8,BN60733,10.22.107.133,DC:4A:3E:6B:52:C1
285,8,BN60734,10.22.107.134,DC:4A:3E:6B:4B:46
286,8,BN60735,10.22.107.135,DC:4A:3E:6C:CD:89
287,8,BN60736,10.22.107.136,DC:4A:3E:6B:4C:0D
289,8,BN60738,10.22.107.138,DC:4A:3E:6B:4C:2B
290,8,BN60739,10.22.107.139,DC:4A:3E:6C:CC:86
291,8,BN60740,10.22.107.140,DC:4A:3E:6C:C5:EA
292,8,BN60741,10.22.107.141,DC:4A:3E:6C:CC:6E
293,8,BN60742,10.22.107.142,DC:4A:3E:68:96:9C
294,8,BN60743,10.22.107.143,DC:4A:3E:68:9D:AD
295,8,BN60744,10.22.107.144,DC:4A:3E:68:9D:67
296,8,BN60745,10.22.107.145,dc:4a:3e:6b:52:c7
297,8,BN60746,10.22.107.146,dc:4a:3e:68:9d:b6
298,9,BN60801,10.22.108.101,C4:65:16:B7:DA:AF
299,9,BN60802,10.22.108.102,C4:65:16:9C:98:5F
300,9,BN60803,10.22.108.103,C4:65:16:B7:DA:AE
301,9,BN60804,10.22.108.104,C4:65:16:B6:BB:18
302,9,BN60805,10.22.108.105,C4:65:16:9B:B5:A4
303,9,BN60806,10.22.108.106,C4:65:16:B7:CE:31
304,9,BN60808,10.22.108.108,C4:65:16:B7:CF:7E
305,9,BN60809,10.22.108.109,C4:65:16:B6:B7:94
306,9,BN60810,10.22.108.110,C4:65:16:9B:B0:30
307,9,BN60811,10.22.108.111,C4:65:16:B7:D0:7A
308,9,BN60812,10.22.108.112,C4:65:16:9B:AE:9A
309,9,BN60813,10.22.108.113,C4:65:16:B7:CE:28
310,9,BN60814,10.22.108.114,C4:65:16:9B:AB:E5
311,9,BN60815,10.22.108.115,C4:65:16:B7:DA:AB
312,9,BN60816,10.22.108.116,C4:65:16:9A:7A:28
313,9,BN60817,10.22.108.117,C4:65:16:9B:A7:A9
314,9,BN60818,10.22.108.118,C4:65:16:B7:DA:A9
315,9,BN60819,10.22.108.119,C4:65:16:B7:D5:11
316,9,BN60820,10.22.108.120,C4:65:16:B7:CF:24
317,9,BN60821,10.22.108.121,C4:65:16:9B:B2:85
318,9,BN60822,10.22.108.122,C4:65:16:B7:C5:DF
319,9,BN60823,10.22.108.123,C4:65:16:B7:DA:D5
320,9,BN60824,10.22.108.124,C4:65:16:B7:CF:C9
321,9,BN60825,10.22.108.125,C4:65:16:B7:C5:18
322,9,BN60826,10.22.108.126,C4:65:16:B6:BF:4B
323,9,BN60827,10.22.108.127,C4:65:16:B7:DA:B1
324,9,BN60828,10.22.108.128,C4:65:16:B7:CF:E3
325,9,BN60829,10.22.108.129,C4:65:16:9B:B7:98
326,9,BN60830,10.22.108.130,C4:65:16:9B:AF:45
327,9,BN60831,10.22.108.131,C4:65:16:9C:99:66
328,9,BN60832,10.22.108.132,C4:65:16:9C:89:C2
329,9,BN60833,10.22.108.133,C4:65:16:B6:BA:81
330,9,BN60834,10.22.108.134,C4:65:16:B7:DB:1F
331,9,BN60835,10.22.108.135,C4:65:16:B6:B9:95
332,9,BN60836,10.22.108.136,C4:65:16:B6:B8:27
333,9,BN60837,10.22.108.137,C4:65:16:B7:DA:D2
334,9,BN60838,10.22.108.138,C4:65:16:B7:D5:BF
335,9,BN60839,10.22.108.139,C4:65:16:9C:8E:85
336,9,BN60840,10.22.108.140,C4:65:16:9B:A8:F5
337,9,BN60841,10.22.108.141,C4:65:16:9A:85:BC
338,10,BN60901,10.22.109.101,DC:4A:3E:6B:4C:91
339,10,BN60902,10.22.109.102,DC:4A:3E:6C:CD:A5
340,10,BN60903,10.22.109.103,DC:4A:3E:68:9D:15
341,10,BN60904,10.22.109.104,DC:4A:3E:6C:C6:D5
342,10,BN60905,10.22.109.105,DC:4A:3E:6B:4C:2D
343,10,BN60906,10.22.109.106,48:0F:CF:64:32:CC
344,10,BN60907,10.22.109.107,DC:4A:3E:68:97:05
345,10,BN60908,10.22.109.108,DC:4A:3E:6B:4C:A8
346,10,BN60909,10.22.109.109,DC:4A:3E:6B:4C:A6
347,10,BN60910,10.22.109.110,DC:4A:3E:68:96:FF
348,10,BN60911,10.22.109.111,DC:4A:3E:68:97:07
349,10,BN60912,10.22.109.112,DC:4A:3E:6B:4C:8C
350,10,BN60913,10.22.109.113,48:0F:CF:64:32:D1
351,10,BN60914,10.22.109.114,DC:4A:3E:68:96:B6
352,10,BN60915,10.22.109.115,48:0F:CF:61:78:7C
353,10,BN60916,10.22.109.116,48:0F:CF:65:20:E4
354,10,BN60917,10.22.109.117,DC:4A:3E:6C:C6:DE
355,10,BN60918,10.22.109.118,48:0F:CF:63:F2:9E
356,10,BN60919,10.22.109.119,48:0F:CF:60:F5:99
357,10,BN60920,10.22.109.120,48:0F:CF:64:32:CA
358,10,BN60921,10.22.109.121,DC:4A:3E:6C:C6:C0
359,10,BN60922,10.22.109.122,DC:4A:3E:68:97:19
360,10,BN60923,10.22.109.123,DC:4A:3E:68:97:23
361,10,BN60924,10.22.109.124,DC:4A:3E:6C:C6:BD
362,10,BN60925,10.22.109.125,48:0F:CF:64:32:C1
363,10,BN60926,10.22.109.126,DC:4A:3E:6B:4C:A7
364,10,BN60927,10.22.109.127,48:0F:CF:64:9E:E2
365,10,BN60928,10.22.109.128,DC:4A:3E:6C:C6:C3
366,10,BN60929,10.22.109.129,DC:4A:3E:6B:4C:85
367,10,BN60930,10.22.109.130,DC:4A:3E:6B:4C:8E
368,10,BN60931,10.22.109.131,48:0F:CF:64:32:C7
369,10,BN60932,10.22.109.132,DC:4A:3E:6B:4C:68
370,10,BN60933,10.22.109.133,DC:4A:3E:68:97:06
371,10,BN60934,10.22.109.134,DC:4A:3E:68:97:1B
372,10,BN60935,10.22.109.135,DC:4A:3E:68:97:22
373,10,BN60936,10.22.109.136,DC:4A:3E:6B:4C:90
374,10,BN60937,10.22.109.137,DC:4A:3E:6C:C6:E1
375,10,BN60938,10.22.109.138,48:0F:CF:63:F2:9A
376,10,BN60939,10.22.109.139,DC:4A:3E:68:97:08
377,10,BN60940,10.22.109.140,DC:4A:3E:68:97:0A
378,10,BN60941,10.22.109.141,DC:4A:3E:68:96:F9
379,10,BN60942,10.22.109.142,DC:4A:3E:6B:4C:8F
380,10,BN60943,10.22.109.143,DC:4A:3E:6B:4B:F9
381,10,BN60944,10.22.109.144,DC:4A:3E:6B:4B:5F
382,10,BN60945,10.22.109.145,DC:4A:3E:6B:4C:8D
383,10,BN60946,10.22.109.146,DC:4A:3E:6C:C6:DC
384,11,BN61001,10.22.110.101,C4:65:16:B6:B8:67
385,11,BN61002,10.22.110.102,C4:65:16:9B:A8:23
386,11,BN61003,10.22.110.103,C4:65:16:B7:CF:7D
387,11,BN61004,10.22.110.104,C4:65:16:9B:AD:88
388,11,BN61005,10.22.110.105,C4:65:16:9A:F3:5E
389,11,BN61006,10.22.110.106,C4:65:16:9B:AF:6E
390,11,BN61007,10.22.110.107,C4:65:16:B7:CE:26
391,11,BN61008,10.22.110.108,C4:65:16:B7:CF:31
392,11,BN61009,10.22.110.109,C4:65:16:B6:BA:E6
393,11,BN61010,10.22.110.110,C4:65:16:B6:BA:36
394,11,BN61011,10.22.110.111,C4:65:16:B7:DB:48
395,11,BN61012,10.22.110.112,C4:65:16:B6:B8:25
396,11,BN61013,10.22.110.113,C4:65:16:9A:F7:15
397,11,BN61014,10.22.110.114,C4:65:16:9B:AF:1E
398,11,BN61015,10.22.110.115,C4:65:16:9A:FB:DF
399,11,BN61016,10.22.110.116,C4:65:16:B7:CA:0A
400,11,BN61017,10.22.110.117,C4:65:16:B7:DB:29
401,11,BN61018,10.22.110.118,C4:65:16:9C:96:06
402,11,BN61019,10.22.110.119,C4:65:16:B7:CE:2B
403,11,BN61020,10.22.110.120,C4:65:16:9A:F8:A9
404,11,BN61021,10.22.110.121,C4:65:16:B6:BA:D4
405,11,BN61022,10.22.110.122,C4:65:16:B7:DA:DA
406,11,BN61023,10.22.110.123,C4:65:16:B7:DB:21
407,11,BN61024,10.22.110.124,C4:65:16:B6:BE:ED
408,11,BN61025,10.22.110.125,C4:65:16:9B:B7:42
409,11,BN61026,10.22.110.126,C4:65:16:B7:C5:3F
410,11,BN61027,10.22.110.127,C4:65:16:B7:C7:1C
411,11,BN61028,10.22.110.128,C4:65:16:9B:AD:A4
412,11,BN61029,10.22.110.129,C4:65:16:B7:CA:1C
413,11,BN61030,10.22.110.130,C4:65:16:9B:A7:A8
414,11,BN61031,10.22.110.131,C4:65:16:9A:F8:3D
415,11,BN61032,10.22.110.132,C4:65:16:9B:AC:4D
416,11,BN61033,10.22.110.133,C4:65:16:B6:BD:3E
417,11,BN61034,10.22.110.134,C4:65:16:B7:DB:23
418,11,BN61035,10.22.110.135,C4:65:16:9A:81:B3
419,11,BN61036,10.22.110.136,C4:65:16:B6:B7:83
420,11,BN61037,10.22.110.137,C4:65:16:9C:8A:0B
421,11,BN61038,10.22.110.138,C4:65:16:9A:80:3A
422,11,BN61039,10.22.110.139,C4:65:16:9B:A8:37
423,11,BN61040,10.22.110.140,C4:65:16:B7:C9:6F
424,11,BN61041,10.22.110.141,C4:65:16:9B:B1:6D
425,13,BN61301,10.22.113.101,C4:65:16:9C:8A:BF
426,13,BN61302,10.22.113.102,C4:65:16:9C:8E:25
427,13,BN61303,10.22.113.103,C4:65:16:9B:A8:94
428,13,BN61304,10.22.113.104,C4:65:16:9C:8F:81
429,13,BN61305,10.22.113.105,C4:65:16:9C:8D:18
430,13,BN61306,10.22.113.106,C4:65:16:9B:B3:B1
431,13,BN61307,10.22.113.107,C4:65:16:9C:8D:6B
432,13,BN61308,10.22.113.108,C4:65:16:9C:8D:1B
433,13,BN61309,10.22.113.109,C4:65:16:9B:A9:01
434,13,BN61310,10.22.113.110,C4:65:16:9B:AD:A6
435,13,BN61311,10.22.113.111,C4:65:16:9B:AA:6B
436,13,BN61312,10.22.113.112,C4:65:16:9C:8E:E5
437,13,BN61313,10.22.113.113,C4:65:16:9B:B0:05
438,13,BN61314,10.22.113.114,C4:65:16:9C:99:5E
439,13,BN61315,10.22.113.115,C4:65:16:9B:AD:4A
440,13,BN61316,10.22.113.116,C4:65:16:9C:96:37
441,13,BN61317,10.22.113.117,C4:65:16:9B:B1:46
442,13,BN61318,10.22.113.118,C4:65:16:9C:8C:24
443,13,BN61319,10.22.113.119,C4:65:16:9B:AF:BC
444,13,BN61320,10.22.113.120,C4:65:16:9B:A8:29
445,13,BN61321,10.22.113.121,C4:65:16:9C:8D:1C
446,13,BN61322,10.22.113.122,C4:65:16:9B:AD:54
447,13,BN61323,10.22.113.123,C4:65:16:9C:8E:80
448,13,BN61324,10.22.113.124,C4:65:16:9C:8D:19
449,13,BN61325,10.22.113.125,C4:65:16:9B:B0:9E
450,13,BN61326,10.22.113.126,C4:65:16:9C:92:15
451,13,BN61327,10.22.113.127,C4:65:16:9C:91:AD
452,13,BN61328,10.22.113.128,B0:0C:D1:65:BD:FE
453,13,BN61329,10.22.113.129,C4:65:16:9B:AD:8F
454,13,BN61330,10.22.113.130,C4:65:16:9B:B5:89
455,13,BN61331,10.22.113.131,C4:65:16:9A:80:39
456,13,BN61332,10.22.113.132,C4:65:16:9B:A8:26
457,13,BN61333,10.22.113.133,C4:65:16:9B:AE:A9
458,13,BN61334,10.22.113.134,C4:65:16:9C:91:BF
459,13,BN61335,10.22.113.135,C4:65:16:9C:94:FF
460,13,BN61336,10.22.113.136,C4:65:16:9A:F3:8B
461,13,BN61337,10.22.113.137,C4:65:16:9A:FB:DE
462,13,BN61338,10.22.113.138,C4:65:16:9B:AE:9F
463,13,BN61339,10.22.113.139,C4:65:16:9B:AD:4B
464,13,BN61340,10.22.113.140,C4:65:16:9B:A8:B9
465,14,BN61401,10.22.114.101,8C:DC:D4:27:21:B8
466,14,BN61402,10.22.114.102,9C:5A:44:86:1D:B6
467,14,BN61403,10.22.114.103,9C:5A:44:86:19:CA
468,14,BN61404,10.22.114.104,9C:5A:44:86:19:FE
469,14,BN61405,10.22.114.105,9C:5A:44:86:1E:67
470,14,BN61406,10.22.114.106,9C:5A:44:86:1D:06
471,14,BN61407,10.22.114.107,C4:65:16:9C:95:8A
472,14,BN61408,10.22.114.108,B0:0C:D1:67:82:46
473,14,BN61409,10.22.114.109,C4:65:16:B6:BB:29
474,14,BN61410,10.22.114.110,C4:65:16:9B:AA:45
475,14,BN61411,10.22.114.111,C4:65:16:9C:90:0F
476,14,BN61412,10.22.114.112,C4:65:16:9C:8B:17
477,14,BN61413,10.22.114.113,9C:5A:44:86:18:28
478,14,BN61414,10.22.114.114,9C:5A:44:86:1D:A0
479,14,BN61415,10.22.114.115,9C:5A:44:86:1C:47
480,14,BN61416,10.22.114.116,9C:5A:44:86:18:19
481,14,BN61417,10.22.114.117,9C:5A:44:86:1A:E1
482,14,BN61418,10.22.114.118,9C:5A:44:86:1D:57
483,14,BN61419,10.22.114.119,C4:65:16:9B:A9:00
484,14,BN61420,10.22.114.120,C4:65:16:B7:D6:6D
485,14,BN61421,10.22.114.121,C4:65:16:B7:CE:C7
486,14,BN61422,10.22.114.122,C4:65:16:B6:B8:69
487,14,BN61423,10.22.114.123,C4:65:16:9C:8E:E7
488,14,BN61424,10.22.114.124,C4:65:16:9C:8E:D7
489,14,BN61425,10.22.114.125,9C:5A:44:86:1C:05
490,14,BN61426,10.22.114.126,9C:5A:44:86:1D:27
491,14,BN61427,10.22.114.127,9C:5A:44:86:17:31
492,14,BN61428,10.22.114.128,9C:5A:44:86:1D:58
493,14,BN61429,10.22.114.129,9C:5A:44:86:18:1D
494,14,BN61430,10.22.114.130,9C:5A:44:86:1E:94
495,14,BN61431,10.22.114.131,C4:65:16:B7:D1:F2
496,14,BN61432,10.22.114.132,C4:65:16:9B:AA:F3
497,14,BN61433,10.22.114.133,C4:65:16:B7:DA:B0
498,14,BN61434,10.22.114.134,C4:65:16:9C:8E:D8
499,14,BN61435,10.22.114.135,9C:5A:44:86:1D:18
500,14,BN61436,10.22.114.136,9C:5A:44:86:19:4E
502,15,BN62101,10.22.121.101,9c:7b:ef:57:54:3c
503,15,BN62102,10.22.121.102,9c:7b:ef:57:5f:46
504,15,BN62103,10.22.121.103,9c:7b:ef:57:54:8c
505,15,BN62104,10.22.121.104,9c:7b:ef:57:64:51
506,15,BN62105,10.22.121.105,9c:7b:ef:57:5e:d1
507,15,BN62106,10.22.121.106,9c:7b:ef:57:4f:ac
508,15,BN62107,10.22.121.107,9c:7b:ef:57:64:50
509,15,BN62108,10.22.121.108,9c:7b:ef:57:54:b6
510,15,BN62109,10.22.121.109,9c:7b:ef:57:54:15
511,15,BN62110,10.22.121.110,9c:7b:ef:57:5f:4c
512,15,BN62111,10.22.121.111,9c:7b:ef:57:5f:62
513,15,BN62112,10.22.121.112,9c:7b:ef:57:5f:e5
514,15,BN62113,10.22.121.113,9c:7b:ef:57:50:2f
515,15,BN62114,10.22.121.114,9c:7b:ef:57:56:75
516,15,BN62115,10.22.121.115,9c:7b:ef:57:54:c9
